,number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_layers,params_shrink,state
2398,2398,0.6456143856048584,2026-03-14 07:55:30.543644,2026-03-14 07:55:44.679313,0 days 00:00:14.135669,sigmoid,0.0,3,0.5,COMPLETE
2399,2399,0.4436614513397217,2026-03-14 07:55:44.842559,2026-03-14 07:55:58.825756,0 days 00:00:13.983197,tanh,0.0,3,0.55,COMPLETE
2400,2400,0.4642622172832489,2026-03-14 07:55:58.988786,2026-03-14 07:56:12.974078,0 days 00:00:13.985292,tanh,0.0,3,0.5,COMPLETE
2401,2401,0.44876083731651306,2026-03-14 07:56:13.132098,2026-03-14 07:56:27.220697,0 days 00:00:14.088599,tanh,0.0,3,0.5,COMPLETE
2402,2402,0.48641765117645264,2026-03-14 07:56:27.376216,2026-03-14 07:56:41.584811,0 days 00:00:14.208595,tanh,0.0,3,0.8500000000000001,COMPLETE
2403,2403,0.4651424288749695,2026-03-14 07:56:41.731470,2026-03-14 07:56:55.859162,0 days 00:00:14.127692,tanh,0.0,3,0.55,COMPLETE
2404,2404,0.47323739528656006,2026-03-14 07:56:56.022200,2026-03-14 07:57:10.162951,0 days 00:00:14.140751,tanh,0.0,3,0.5,COMPLETE
2405,2405,0.5159549713134766,2026-03-14 07:57:10.316537,2026-03-14 07:57:24.727953,0 days 00:00:14.411416,tanh,0.0,3,0.5,COMPLETE
2406,2406,0.46052154898643494,2026-03-14 07:57:24.888048,2026-03-14 07:57:39.380951,0 days 00:00:14.492903,tanh,0.1,4,0.55,COMPLETE
2407,2407,0.4592680037021637,2026-03-14 07:57:39.518530,2026-03-14 07:57:53.596392,0 days 00:00:14.077862,tanh,0.0,2,0.5,COMPLETE
2408,2408,0.4507234990596771,2026-03-14 07:57:53.748418,2026-03-14 07:58:08.287715,0 days 00:00:14.539297,tanh,0.35000000000000003,3,0.5,COMPLETE
2409,2409,0.4350050389766693,2026-03-14 07:58:08.425259,2026-03-14 07:58:22.997360,0 days 00:00:14.572101,tanh,0.30000000000000004,3,0.55,COMPLETE
2410,2410,0.5141428112983704,2026-03-14 07:58:23.160927,2026-03-14 07:58:37.553571,0 days 00:00:14.392644,relu,0.15000000000000002,3,0.8,COMPLETE
2411,2411,0.4750368595123291,2026-03-14 07:58:37.717086,2026-03-14 07:58:52.161133,0 days 00:00:14.444047,tanh,0.05,3,0.5,COMPLETE
2412,2412,0.4027355909347534,2026-03-14 07:58:52.303190,2026-03-14 07:59:06.469555,0 days 00:00:14.166365,tanh,0.0,3,0.5,COMPLETE
2413,2413,0.4659616947174072,2026-03-14 07:59:06.809841,2026-03-14 07:59:20.944541,0 days 00:00:14.134700,tanh,0.0,3,0.5,COMPLETE
2414,2414,0.46821698546409607,2026-03-14 07:59:21.106573,2026-03-14 07:59:35.308969,0 days 00:00:14.202396,tanh,0.0,3,0.5,COMPLETE
2415,2415,0.42288103699684143,2026-03-14 07:59:35.462489,2026-03-14 07:59:49.675148,0 days 00:00:14.212659,tanh,0.0,3,0.5,COMPLETE
2416,2416,0.44004425406455994,2026-03-14 07:59:49.828965,2026-03-14 08:00:04.069781,0 days 00:00:14.240816,tanh,0.0,3,0.5,COMPLETE
2417,2417,0.4563412368297577,2026-03-14 08:00:04.222409,2026-03-14 08:00:18.643308,0 days 00:00:14.420899,tanh,0.05,3,0.5,COMPLETE
2418,2418,0.642960786819458,2026-03-14 08:00:18.796846,2026-03-14 08:00:33.530705,0 days 00:00:14.733859,tanh,0.0,7,0.5,COMPLETE
2419,2419,0.4088670611381531,2026-03-14 08:00:33.683265,2026-03-14 08:00:47.792872,0 days 00:00:14.109607,tanh,0.0,3,0.5,COMPLETE
2420,2420,0.646553635597229,2026-03-14 08:00:47.941558,2026-03-14 08:01:02.066779,0 days 00:00:14.125221,sigmoid,0.0,3,0.5,COMPLETE
2421,2421,0.4358123242855072,2026-03-14 08:01:02.213179,2026-03-14 08:01:16.310517,0 days 00:00:14.097338,tanh,0.0,3,0.5,COMPLETE
2422,2422,0.46465763449668884,2026-03-14 08:01:16.483552,2026-03-14 08:01:30.821896,0 days 00:00:14.338344,tanh,0.0,3,0.5,COMPLETE
2423,2423,0.4495975375175476,2026-03-14 08:01:30.980439,2026-03-14 08:01:45.192862,0 days 00:00:14.212423,tanh,0.0,3,0.5,COMPLETE
2424,2424,0.47311931848526,2026-03-14 08:01:45.355387,2026-03-14 08:01:59.642186,0 days 00:00:14.286799,tanh,0.0,3,0.5,COMPLETE
2425,2425,0.4595758020877838,2026-03-14 08:01:59.784211,2026-03-14 08:02:14.038829,0 days 00:00:14.254618,tanh,0.0,3,0.5,COMPLETE
2426,2426,0.674297571182251,2026-03-14 08:02:14.202553,2026-03-14 08:02:28.760131,0 days 00:00:14.557578,tanh,0.5,4,0.5,COMPLETE
2427,2427,0.44552913308143616,2026-03-14 08:02:28.917161,2026-03-14 08:02:42.886600,0 days 00:00:13.969439,tanh,0.0,3,0.5,COMPLETE
2428,2428,0.47695690393447876,2026-03-14 08:02:43.256058,2026-03-14 08:02:57.289796,0 days 00:00:14.033738,tanh,0.0,3,0.5,COMPLETE
2429,2429,0.445837140083313,2026-03-14 08:02:57.424747,2026-03-14 08:03:11.793910,0 days 00:00:14.369163,tanh,0.0,3,0.5,COMPLETE
2430,2430,0.46335479617118835,2026-03-14 08:03:11.953447,2026-03-14 08:03:26.567171,0 days 00:00:14.613724,tanh,0.05,3,0.5,COMPLETE
2431,2431,0.4306611120700836,2026-03-14 08:03:26.717052,2026-03-14 08:03:40.926038,0 days 00:00:14.208986,tanh,0.0,3,0.5,COMPLETE
2432,2432,0.4649945795536041,2026-03-14 08:03:41.084151,2026-03-14 08:03:55.321375,0 days 00:00:14.237224,tanh,0.0,3,0.5,COMPLETE
2433,2433,0.482589453458786,2026-03-14 08:03:55.641531,2026-03-14 08:04:09.802746,0 days 00:00:14.161215,relu,0.0,3,0.5,COMPLETE
2434,2434,0.48040834069252014,2026-03-14 08:04:09.936291,2026-03-14 08:04:24.362937,0 days 00:00:14.426646,tanh,0.0,3,0.5,COMPLETE
2435,2435,0.48927509784698486,2026-03-14 08:04:24.512463,2026-03-14 08:04:38.936110,0 days 00:00:14.423647,tanh,0.0,3,0.5,COMPLETE
2436,2436,0.45690253376960754,2026-03-14 08:04:39.079834,2026-03-14 08:04:53.510942,0 days 00:00:14.431108,tanh,0.05,3,0.5,COMPLETE
2437,2437,0.4676905870437622,2026-03-14 08:04:53.685977,2026-03-14 08:05:07.649954,0 days 00:00:13.963977,tanh,0.0,2,0.5,COMPLETE
2438,2438,0.4396062195301056,2026-03-14 08:05:07.975011,2026-03-14 08:05:22.160535,0 days 00:00:14.185524,tanh,0.0,3,0.5,COMPLETE
2439,2439,0.46200206875801086,2026-03-14 08:05:22.310165,2026-03-14 08:05:36.486909,0 days 00:00:14.176744,tanh,0.0,3,0.55,COMPLETE
2440,2440,0.4950113296508789,2026-03-14 08:05:36.647435,2026-03-14 08:05:50.679318,0 days 00:00:14.031883,tanh,0.0,3,0.5,COMPLETE
2441,2441,0.4598223865032196,2026-03-14 08:05:50.878853,2026-03-14 08:06:04.976358,0 days 00:00:14.097505,tanh,0.0,3,0.5,COMPLETE
2442,2442,0.6474838852882385,2026-03-14 08:06:05.131005,2026-03-14 08:06:19.666544,0 days 00:00:14.535539,sigmoid,0.05,3,0.55,COMPLETE
2443,2443,0.47647181153297424,2026-03-14 08:06:20.012608,2026-03-14 08:06:34.355804,0 days 00:00:14.343196,tanh,0.0,3,0.5,COMPLETE
2444,2444,0.48217204213142395,2026-03-14 08:06:34.553886,2026-03-14 08:06:48.918542,0 days 00:00:14.364656,tanh,0.0,3,0.5,COMPLETE
2445,2445,0.4461420476436615,2026-03-14 08:06:49.063094,2026-03-14 08:07:03.465694,0 days 00:00:14.402600,tanh,0.0,3,0.5,COMPLETE
2446,2446,0.44234588742256165,2026-03-14 08:07:03.623208,2026-03-14 08:07:17.999899,0 days 00:00:14.376691,tanh,0.0,3,0.55,COMPLETE
2447,2447,0.5095904469490051,2026-03-14 08:07:18.159460,2026-03-14 08:07:32.611603,0 days 00:00:14.452143,tanh,0.0,3,0.5,COMPLETE
2448,2448,0.45808669924736023,2026-03-14 08:07:32.937157,2026-03-14 08:07:47.031860,0 days 00:00:14.094703,tanh,0.0,3,0.5,COMPLETE
2449,2449,0.4355960190296173,2026-03-14 08:07:47.182625,2026-03-14 08:08:01.464270,0 days 00:00:14.281645,tanh,0.0,3,0.55,COMPLETE
2450,2450,0.6462403535842896,2026-03-14 08:08:01.631859,2026-03-14 08:08:16.043819,0 days 00:00:14.411960,tanh,0.0,4,0.5,COMPLETE
2451,2451,0.4669719338417053,2026-03-14 08:08:16.204148,2026-03-14 08:08:30.427577,0 days 00:00:14.223429,tanh,0.0,3,0.5,COMPLETE
2452,2452,0.41971978545188904,2026-03-14 08:08:30.572093,2026-03-14 08:08:44.672799,0 days 00:00:14.100706,tanh,0.0,3,0.55,COMPLETE
2453,2453,0.48567652702331543,2026-03-14 08:08:44.825832,2026-03-14 08:08:59.141246,0 days 00:00:14.315414,tanh,0.45,3,0.5,COMPLETE
2454,2454,0.49052950739860535,2026-03-14 08:08:59.294384,2026-03-14 08:09:13.663704,0 days 00:00:14.369320,tanh,0.05,3,0.5,COMPLETE
2455,2455,0.4857223927974701,2026-03-14 08:09:13.845754,2026-03-14 08:09:27.871873,0 days 00:00:14.026119,relu,0.0,3,0.55,COMPLETE
2456,2456,0.44356411695480347,2026-03-14 08:09:28.015390,2026-03-14 08:09:42.589019,0 days 00:00:14.573629,tanh,0.0,5,0.5,COMPLETE
2457,2457,0.4783115088939667,2026-03-14 08:09:42.739076,2026-03-14 08:09:57.088847,0 days 00:00:14.349771,tanh,0.0,3,0.5,COMPLETE
2458,2458,0.45024898648262024,2026-03-14 08:09:57.236460,2026-03-14 08:10:11.197271,0 days 00:00:13.960811,tanh,0.0,2,0.5,COMPLETE
2459,2459,0.430099219083786,2026-03-14 08:10:11.351813,2026-03-14 08:10:25.409696,0 days 00:00:14.057883,tanh,0.0,3,0.5,COMPLETE
2460,2460,0.46426108479499817,2026-03-14 08:10:25.599870,2026-03-14 08:10:40.125290,0 days 00:00:14.525420,tanh,0.05,3,0.55,COMPLETE
2461,2461,0.7140963673591614,2026-03-14 08:10:40.274459,2026-03-14 08:10:55.222649,0 days 00:00:14.948190,tanh,0.0,8,0.5,COMPLETE
2462,2462,0.6432472467422485,2026-03-14 08:10:55.365766,2026-03-14 08:11:10.112929,0 days 00:00:14.747163,tanh,0.0,6,0.55,COMPLETE
2463,2463,0.41362258791923523,2026-03-14 08:11:10.258525,2026-03-14 08:11:24.281727,0 days 00:00:14.023202,tanh,0.0,3,0.5,COMPLETE
2464,2464,0.47742658853530884,2026-03-14 08:11:24.424750,2026-03-14 08:11:38.695294,0 days 00:00:14.270544,tanh,0.0,3,0.5,COMPLETE
2465,2465,0.6421477198600769,2026-03-14 08:11:38.829315,2026-03-14 08:11:52.953610,0 days 00:00:14.124295,sigmoid,0.0,3,0.5,COMPLETE
2466,2466,0.4877949059009552,2026-03-14 08:11:53.088949,2026-03-14 08:12:07.350009,0 days 00:00:14.261060,tanh,0.0,3,0.5,COMPLETE
2467,2467,0.43279507756233215,2026-03-14 08:12:07.497528,2026-03-14 08:12:21.835401,0 days 00:00:14.337873,tanh,0.05,3,0.55,COMPLETE
2468,2468,0.4400412142276764,2026-03-14 08:12:21.964917,2026-03-14 08:12:36.384411,0 days 00:00:14.419494,tanh,0.0,3,0.5,COMPLETE
2469,2469,0.47122901678085327,2026-03-14 08:12:36.525623,2026-03-14 08:12:50.851407,0 days 00:00:14.325784,tanh,0.4,3,0.5,COMPLETE
2470,2470,0.42481571435928345,2026-03-14 08:12:50.989938,2026-03-14 08:13:05.242538,0 days 00:00:14.252600,tanh,0.0,3,0.55,COMPLETE
2471,2471,0.42479589581489563,2026-03-14 08:13:05.373566,2026-03-14 08:13:19.646011,0 days 00:00:14.272445,tanh,0.0,3,0.5,COMPLETE
2472,2472,0.518073558807373,2026-03-14 08:13:19.787535,2026-03-14 08:13:34.352060,0 days 00:00:14.564525,tanh,0.0,3,0.5,COMPLETE
2473,2473,0.47429805994033813,2026-03-14 08:13:34.493611,2026-03-14 08:13:48.733880,0 days 00:00:14.240269,tanh,0.0,3,0.55,COMPLETE
2474,2474,0.4612565338611603,2026-03-14 08:13:49.042051,2026-03-14 08:14:03.065605,0 days 00:00:14.023554,tanh,0.0,3,0.5,COMPLETE
2475,2475,0.48557519912719727,2026-03-14 08:14:03.207044,2026-03-14 08:14:17.553245,0 days 00:00:14.346201,tanh,0.05,3,0.5,COMPLETE
2476,2476,0.4837862253189087,2026-03-14 08:14:17.705294,2026-03-14 08:14:31.889147,0 days 00:00:14.183853,tanh,0.0,3,0.5,COMPLETE
2477,2477,0.43886539340019226,2026-03-14 08:14:32.051773,2026-03-14 08:14:46.173884,0 days 00:00:14.122111,tanh,0.0,3,0.55,COMPLETE
2478,2478,0.5025122761726379,2026-03-14 08:14:46.354908,2026-03-14 08:15:00.560587,0 days 00:00:14.205679,relu,0.0,3,0.5,COMPLETE
2479,2479,0.4308988153934479,2026-03-14 08:15:00.718111,2026-03-14 08:15:15.587667,0 days 00:00:14.869556,tanh,0.0,3,0.5,COMPLETE
2480,2480,0.4856571555137634,2026-03-14 08:15:15.725185,2026-03-14 08:15:30.329607,0 days 00:00:14.604422,tanh,0.0,2,0.55,COMPLETE
2481,2481,0.41711533069610596,2026-03-14 08:15:30.477929,2026-03-14 08:15:45.391078,0 days 00:00:14.913149,tanh,0.0,4,0.5,COMPLETE
2482,2482,0.4403761327266693,2026-03-14 08:15:45.561612,2026-03-14 08:15:59.919024,0 days 00:00:14.357412,tanh,0.0,3,0.5,COMPLETE
2483,2483,0.44941002130508423,2026-03-14 08:16:00.051535,2026-03-14 08:16:14.391844,0 days 00:00:14.340309,tanh,0.0,3,0.55,COMPLETE
2484,2484,0.49182137846946716,2026-03-14 08:16:14.549365,2026-03-14 08:16:29.123329,0 days 00:00:14.573964,tanh,0.05,3,0.5,COMPLETE
2485,2485,0.4658503234386444,2026-03-14 08:16:29.251087,2026-03-14 08:16:43.616451,0 days 00:00:14.365364,tanh,0.0,3,0.5,COMPLETE
2486,2486,0.418914794921875,2026-03-14 08:16:43.750979,2026-03-14 08:16:58.074381,0 days 00:00:14.323402,tanh,0.0,3,0.55,COMPLETE
2487,2487,0.46633556485176086,2026-03-14 08:16:58.231545,2026-03-14 08:17:12.629875,0 days 00:00:14.398330,tanh,0.0,3,0.5,COMPLETE
2488,2488,0.4650871753692627,2026-03-14 08:17:12.760410,2026-03-14 08:17:27.136097,0 days 00:00:14.375687,tanh,0.2,3,0.5,COMPLETE
2489,2489,0.4674154818058014,2026-03-14 08:17:27.353695,2026-03-14 08:17:41.731145,0 days 00:00:14.377450,tanh,0.0,3,0.5,COMPLETE
2490,2490,0.6437163949012756,2026-03-14 08:17:41.893664,2026-03-14 08:17:56.086094,0 days 00:00:14.192430,sigmoid,0.0,3,0.55,COMPLETE
2491,2491,0.4382551312446594,2026-03-14 08:17:56.245200,2026-03-14 08:18:10.665608,0 days 00:00:14.420408,tanh,0.0,3,0.5,COMPLETE
2492,2492,0.47234609723091125,2026-03-14 08:18:10.801014,2026-03-14 08:18:25.110767,0 days 00:00:14.309753,tanh,0.0,3,0.5,COMPLETE
2493,2493,0.46089839935302734,2026-03-14 08:18:25.261870,2026-03-14 08:18:39.824137,0 days 00:00:14.562267,tanh,0.05,3,0.55,COMPLETE
2494,2494,0.42412877082824707,2026-03-14 08:18:40.009164,2026-03-14 08:18:54.143867,0 days 00:00:14.134703,tanh,0.0,3,0.5,COMPLETE
2495,2495,0.42308875918388367,2026-03-14 08:18:54.313417,2026-03-14 08:19:08.714240,0 days 00:00:14.400823,tanh,0.0,3,0.5,COMPLETE
2496,2496,0.43598273396492004,2026-03-14 08:19:08.875760,2026-03-14 08:19:23.251273,0 days 00:00:14.375513,tanh,0.0,3,0.5,COMPLETE
2497,2497,0.4769397974014282,2026-03-14 08:19:23.418842,2026-03-14 08:19:37.717880,0 days 00:00:14.299038,tanh,0.0,3,0.55,COMPLETE
2498,2498,0.48662760853767395,2026-03-14 08:19:37.879435,2026-03-14 08:19:52.092442,0 days 00:00:14.213007,relu,0.0,3,0.5,COMPLETE
2499,2499,0.4255397617816925,2026-03-14 08:19:52.413562,2026-03-14 08:20:06.907853,0 days 00:00:14.494291,tanh,0.05,3,0.5,COMPLETE
2500,2500,0.44951850175857544,2026-03-14 08:20:07.070363,2026-03-14 08:20:21.380632,0 days 00:00:14.310269,tanh,0.0,3,0.55,COMPLETE
2501,2501,0.4247487783432007,2026-03-14 08:20:21.546686,2026-03-14 08:20:35.938163,0 days 00:00:14.391477,tanh,0.0,3,0.5,COMPLETE
2502,2502,0.6434796452522278,2026-03-14 08:20:36.099724,2026-03-14 08:20:50.518275,0 days 00:00:14.418551,tanh,0.0,4,0.5,COMPLETE
2503,2503,0.4592525362968445,2026-03-14 08:20:50.676127,2026-03-14 08:21:04.972250,0 days 00:00:14.296123,tanh,0.0,3,0.5,COMPLETE
2504,2504,0.4703564941883087,2026-03-14 08:21:05.303667,2026-03-14 08:21:19.617740,0 days 00:00:14.314073,tanh,0.0,3,0.55,COMPLETE
2505,2505,0.5124478340148926,2026-03-14 08:21:19.788454,2026-03-14 08:21:34.677865,0 days 00:00:14.889411,tanh,0.15000000000000002,3,0.5,COMPLETE
2506,2506,0.523857593536377,2026-03-14 08:21:34.831381,2026-03-14 08:21:49.737914,0 days 00:00:14.906533,tanh,0.1,3,0.5,COMPLETE
2507,2507,0.4537978172302246,2026-03-14 08:21:49.898939,2026-03-14 08:22:04.218996,0 days 00:00:14.320057,tanh,0.0,3,0.55,COMPLETE
2508,2508,0.648547351360321,2026-03-14 08:22:04.394024,2026-03-14 08:22:18.582809,0 days 00:00:14.188785,sigmoid,0.05,3,0.5,COMPLETE
2509,2509,0.46544569730758667,2026-03-14 08:22:18.934696,2026-03-14 08:22:33.164209,0 days 00:00:14.229513,tanh,0.0,3,0.55,COMPLETE
2510,2510,0.43273818492889404,2026-03-14 08:22:33.331230,2026-03-14 08:22:47.515884,0 days 00:00:14.184654,tanh,0.0,3,0.5,COMPLETE
2511,2511,0.4058292508125305,2026-03-14 08:22:47.675395,2026-03-14 08:23:02.236863,0 days 00:00:14.561468,tanh,0.0,3,0.5,COMPLETE
2512,2512,0.49059057235717773,2026-03-14 08:23:02.374379,2026-03-14 08:23:16.388394,0 days 00:00:14.014015,tanh,0.0,2,0.5,COMPLETE
2513,2513,0.42628082633018494,2026-03-14 08:23:16.527618,2026-03-14 08:23:31.061138,0 days 00:00:14.533520,tanh,0.0,3,0.5,COMPLETE
2514,2514,0.47321534156799316,2026-03-14 08:23:31.379315,2026-03-14 08:23:45.686811,0 days 00:00:14.307496,tanh,0.30000000000000004,3,0.5,COMPLETE
2515,2515,0.4106141924858093,2026-03-14 08:23:45.851853,2026-03-14 08:24:00.183933,0 days 00:00:14.332080,tanh,0.0,3,0.55,COMPLETE
2516,2516,0.47025513648986816,2026-03-14 08:24:00.349454,2026-03-14 08:24:14.714368,0 days 00:00:14.364914,tanh,0.0,3,0.5,COMPLETE
2517,2517,0.5438571572303772,2026-03-14 08:24:14.874397,2026-03-14 08:24:29.129141,0 days 00:00:14.254744,tanh,0.0,3,0.55,COMPLETE
2518,2518,0.4266885221004486,2026-03-14 08:24:29.295267,2026-03-14 08:24:43.611670,0 days 00:00:14.316403,tanh,0.05,3,0.5,COMPLETE
2519,2519,0.4795267879962921,2026-03-14 08:24:43.942210,2026-03-14 08:24:58.267667,0 days 00:00:14.325457,tanh,0.0,3,0.5,COMPLETE
2520,2520,0.5391828417778015,2026-03-14 08:24:58.409361,2026-03-14 08:25:12.742374,0 days 00:00:14.333013,relu,0.0,3,0.5,COMPLETE
2521,2521,0.5700745582580566,2026-03-14 08:25:12.903429,2026-03-14 08:25:27.212481,0 days 00:00:14.309052,tanh,0.0,3,0.55,COMPLETE
2522,2522,0.4912055432796478,2026-03-14 08:25:27.369996,2026-03-14 08:25:41.517874,0 days 00:00:14.147878,tanh,0.0,3,0.5,COMPLETE
2523,2523,0.4383012652397156,2026-03-14 08:25:41.683256,2026-03-14 08:25:55.990324,0 days 00:00:14.307068,tanh,0.0,3,0.55,COMPLETE
2524,2524,0.4296910762786865,2026-03-14 08:25:56.150448,2026-03-14 08:26:10.160681,0 days 00:00:14.010233,tanh,0.0,3,0.5,COMPLETE
2525,2525,0.46979910135269165,2026-03-14 08:26:10.306769,2026-03-14 08:26:24.806481,0 days 00:00:14.499712,tanh,0.0,3,0.5,COMPLETE
2526,2526,0.449673056602478,2026-03-14 08:26:24.967523,2026-03-14 08:26:39.342803,0 days 00:00:14.375280,tanh,0.0,3,0.5,COMPLETE
2527,2527,0.46000778675079346,2026-03-14 08:26:39.494340,2026-03-14 08:26:53.547818,0 days 00:00:14.053478,tanh,0.05,3,0.5,COMPLETE
2528,2528,0.4653869569301605,2026-03-14 08:26:53.722335,2026-03-14 08:27:07.993642,0 days 00:00:14.271307,tanh,0.0,3,0.55,COMPLETE
2529,2529,0.4373493492603302,2026-03-14 08:27:08.144742,2026-03-14 08:27:22.216526,0 days 00:00:14.071784,tanh,0.0,3,0.5,COMPLETE
2530,2530,0.6441522240638733,2026-03-14 08:27:22.385139,2026-03-14 08:27:36.774351,0 days 00:00:14.389212,sigmoid,0.0,4,0.5,COMPLETE
2531,2531,0.4455537796020508,2026-03-14 08:27:36.933441,2026-03-14 08:27:51.244710,0 days 00:00:14.311269,tanh,0.05,3,0.55,COMPLETE
2532,2532,0.4424949586391449,2026-03-14 08:27:51.409249,2026-03-14 08:28:05.590592,0 days 00:00:14.181343,tanh,0.0,3,0.5,COMPLETE
2533,2533,0.4427194595336914,2026-03-14 08:28:05.760128,2026-03-14 08:28:20.195168,0 days 00:00:14.435040,tanh,0.0,3,0.55,COMPLETE
2534,2534,0.46187204122543335,2026-03-14 08:28:20.347664,2026-03-14 08:28:34.664284,0 days 00:00:14.316620,tanh,0.0,3,0.5,COMPLETE
2535,2535,0.6424602270126343,2026-03-14 08:28:34.823672,2026-03-14 08:28:49.645912,0 days 00:00:14.822240,tanh,0.0,6,0.5,COMPLETE
2536,2536,0.472944051027298,2026-03-14 08:28:49.821943,2026-03-14 08:29:04.450628,0 days 00:00:14.628685,tanh,0.0,3,0.5,COMPLETE
2537,2537,0.469448983669281,2026-03-14 08:29:04.615247,2026-03-14 08:29:18.928049,0 days 00:00:14.312802,tanh,0.0,2,0.55,COMPLETE
2538,2538,0.45237892866134644,2026-03-14 08:29:19.100565,2026-03-14 08:29:33.655577,0 days 00:00:14.555012,tanh,0.0,3,0.5,COMPLETE
2539,2539,0.44660213589668274,2026-03-14 08:29:33.822097,2026-03-14 08:29:47.972087,0 days 00:00:14.149990,tanh,0.0,3,0.5,COMPLETE
2540,2540,0.49247482419013977,2026-03-14 08:29:48.140111,2026-03-14 08:30:02.350211,0 days 00:00:14.210100,tanh,0.0,3,0.5,COMPLETE
2541,2541,0.440646231174469,2026-03-14 08:30:02.525217,2026-03-14 08:30:17.002611,0 days 00:00:14.477394,tanh,0.0,3,0.55,COMPLETE
2542,2542,0.5168052911758423,2026-03-14 08:30:17.163403,2026-03-14 08:30:31.505624,0 days 00:00:14.342221,relu,0.05,3,0.5,COMPLETE
2543,2543,0.644858181476593,2026-03-14 08:30:31.665163,2026-03-14 08:30:46.222397,0 days 00:00:14.557234,tanh,0.0,5,0.55,COMPLETE
2544,2544,0.45897212624549866,2026-03-14 08:30:46.384920,2026-03-14 08:31:00.584914,0 days 00:00:14.199994,tanh,0.0,3,0.5,COMPLETE
2545,2545,0.4630085527896881,2026-03-14 08:31:00.755941,2026-03-14 08:31:14.789989,0 days 00:00:14.034048,tanh,0.0,3,0.5,COMPLETE
2546,2546,0.4693690538406372,2026-03-14 08:31:14.954526,2026-03-14 08:31:29.317916,0 days 00:00:14.363390,tanh,0.05,3,0.5,COMPLETE
2547,2547,0.43302997946739197,2026-03-14 08:31:29.484446,2026-03-14 08:31:43.728975,0 days 00:00:14.244529,tanh,0.0,3,0.5,COMPLETE
2548,2548,0.4599306583404541,2026-03-14 08:31:43.880917,2026-03-14 08:31:58.526796,0 days 00:00:14.645879,tanh,0.0,3,0.55,COMPLETE
2549,2549,0.4813021421432495,2026-03-14 08:31:58.686314,2026-03-14 08:32:13.064126,0 days 00:00:14.377812,tanh,0.0,4,0.5,COMPLETE
2550,2550,0.4320163428783417,2026-03-14 08:32:13.229222,2026-03-14 08:32:27.643056,0 days 00:00:14.413834,tanh,0.2,3,0.5,COMPLETE
2551,2551,0.6425516605377197,2026-03-14 08:32:28.001595,2026-03-14 08:32:42.053159,0 days 00:00:14.051564,sigmoid,0.0,3,0.55,COMPLETE
2552,2552,0.45574551820755005,2026-03-14 08:32:42.190746,2026-03-14 08:32:56.325927,0 days 00:00:14.135181,tanh,0.0,3,0.5,COMPLETE
2553,2553,0.4522501826286316,2026-03-14 08:32:56.482957,2026-03-14 08:33:11.132833,0 days 00:00:14.649876,tanh,0.0,3,0.5,COMPLETE
2554,2554,0.48981785774230957,2026-03-14 08:33:11.381423,2026-03-14 08:33:25.585602,0 days 00:00:14.204179,tanh,0.0,3,0.55,COMPLETE
2555,2555,0.45588889718055725,2026-03-14 08:33:25.746120,2026-03-14 08:33:39.774113,0 days 00:00:14.027993,tanh,0.0,3,0.5,COMPLETE
2556,2556,0.45623087882995605,2026-03-14 08:33:40.101927,2026-03-14 08:33:54.176825,0 days 00:00:14.074898,tanh,0.0,3,0.5,COMPLETE
2557,2557,0.48425817489624023,2026-03-14 08:33:54.335404,2026-03-14 08:34:08.498197,0 days 00:00:14.162793,tanh,0.05,2,0.55,COMPLETE
2558,2558,0.4543822407722473,2026-03-14 08:34:08.657709,2026-03-14 08:34:22.886431,0 days 00:00:14.228722,tanh,0.0,3,0.5,COMPLETE
2559,2559,0.4689086973667145,2026-03-14 08:34:23.060057,2026-03-14 08:34:37.215693,0 days 00:00:14.155636,tanh,0.0,3,0.5,COMPLETE
2560,2560,0.4494299590587616,2026-03-14 08:34:37.382213,2026-03-14 08:34:51.632783,0 days 00:00:14.250570,tanh,0.0,3,0.55,COMPLETE
2561,2561,0.44220972061157227,2026-03-14 08:34:51.802318,2026-03-14 08:35:06.149436,0 days 00:00:14.347118,tanh,0.0,3,0.5,COMPLETE
2562,2562,0.45524200797080994,2026-03-14 08:35:06.322583,2026-03-14 08:35:20.479455,0 days 00:00:14.156872,tanh,0.0,3,0.5,COMPLETE
2563,2563,0.484199196100235,2026-03-14 08:35:20.663488,2026-03-14 08:35:35.169061,0 days 00:00:14.505573,tanh,0.0,3,0.5,COMPLETE
2564,2564,0.5270041823387146,2026-03-14 08:35:35.334586,2026-03-14 08:35:49.616710,0 days 00:00:14.282124,relu,0.0,3,0.5,COMPLETE
2565,2565,0.47793474793434143,2026-03-14 08:35:49.779733,2026-03-14 08:36:04.348332,0 days 00:00:14.568599,tanh,0.0,3,0.55,COMPLETE
2566,2566,0.4129049479961395,2026-03-14 08:36:04.514472,2026-03-14 08:36:18.826141,0 days 00:00:14.311669,tanh,0.0,3,0.5,COMPLETE
2567,2567,0.4497085511684418,2026-03-14 08:36:18.989497,2026-03-14 08:36:33.556494,0 days 00:00:14.566997,tanh,0.0,3,0.55,COMPLETE
2568,2568,0.4333903193473816,2026-03-14 08:36:33.723519,2026-03-14 08:36:48.147536,0 days 00:00:14.424017,tanh,0.0,3,0.5,COMPLETE
2569,2569,0.44383329153060913,2026-03-14 08:36:48.310157,2026-03-14 08:37:02.805396,0 days 00:00:14.495239,tanh,0.05,3,0.5,COMPLETE
